task_index	label	input_path	input_sha256	expected_atoms
118	disp00886	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00118-disp00886/scf.in	cf9627908e28f70259951beedcde56bf0f321f72653c9166e829256a1fdc9907	72
119	disp00887	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00119-disp00887/scf.in	9ad57ac52d251df6e87ec1957fc54691d1598bda19a46b533585d3764bf5f206	72
120	disp00888	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00120-disp00888/scf.in	ccb246062c83fd098ea3e15616f4ac05671e9c9dd0a0081e80f0cfc9ab7d7391	72
121	disp00889	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00121-disp00889/scf.in	030d37361d810cf60f065d1f6e991bd79b2b42df4ee3ac3b356f70428f54a292	72
122	disp00890	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00122-disp00890/scf.in	8b32228f6f6d48aa24a5a43b6d57e5147d4487bd6e4a11f808d3b70afcd1669c	72
123	disp00891	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00123-disp00891/scf.in	008ffeba1b307a1dec182e6830b475f8c6db8365a860deb2ab9d4a477b08285d	72
124	disp00892	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00124-disp00892/scf.in	441d55a2c828e3f795a43237c2c41ee863fe63ed60f5abc80a9024effea45a73	72
125	disp00923	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00125-disp00923/scf.in	dc47ff09fcd93f09e602815de39bd6442962864cdc3f7f12c597a7125b87fd24	72
126	disp00924	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00126-disp00924/scf.in	ba7d4e8cfacb50a1fd8edb4c33cf0e649a3f227c92c66f962372d665ccbb1432	72
127	disp00925	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00127-disp00925/scf.in	6a7eb35a4a0985b9c304694fd2987eb217858a9b1d7bebb118d2b15a9f95f518	72
128	disp00926	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00128-disp00926/scf.in	945e5d052d8397e0c0734ac6a72b2cee9e9156380f7c1103c0f144526ffecf2a	72
129	disp00927	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00129-disp00927/scf.in	2b1a72c735f57dce13a5b037022341b4a797910d1f90595b8d23991102decda3	72
130	disp00928	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00130-disp00928/scf.in	fc6cb5bdcfe875a09476407675065ed977e9f1739ae29da373e816b879fd07a2	72
131	disp00947	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00131-disp00947/scf.in	4da6133d4b3701ecd976d029315855713e5a2abf71c3b18a708840ff9a2d3a07	72
132	disp00948	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00132-disp00948/scf.in	a0fdcb226ce9319bba9ad25389116171103bb63ef571fcd9828d36a037de60b2	72
133	disp00949	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00133-disp00949/scf.in	ad5ddf3fe5e4d391b6c783f546c2e46af0110134d6838c789e303eece5a03925	72
134	disp00950	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00134-disp00950/scf.in	af54f0224a19460617f6dcf04af6e1ef9bdb97a41a12765f551ca8772b30198c	72
135	disp00951	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00135-disp00951/scf.in	b4dea23019554029785a10ac10789a17221d7511665a95dc9b654ce7ee67f0b4	72
136	disp00952	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00136-disp00952/scf.in	f436dd8423f38cb24fb3b63e472cb7f0e35bc9fae313edf29fe2bd42951707ae	72
137	disp01187	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00137-disp01187/scf.in	85077d55f62cce0db6b5560d324b0d83e68638d4ccc98c6b366b7a5ca1334b9e	72
138	disp01188	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00138-disp01188/scf.in	38ac8eaf968d173f036365b1c297e6021ed0d1615d02c160ee15c75cefdb8b41	72
139	disp01189	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00139-disp01189/scf.in	18548dc0d4ac41c1c85d9de1e485cb94aa8efd16c1b16346492b5213e4254867	72
140	disp01190	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00140-disp01190/scf.in	243344f990f3855836888f41f2cbcf9a97db7f2c1f7bead8d34048664b152d9d	72
141	disp01191	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00141-disp01191/scf.in	59994e8e2465997185df2cc249313b15120638ae35dd07a3791f8f7f0b3bf295	72
142	disp01192	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00142-disp01192/scf.in	2a5d8961fb5b09038196dd99fe393dc6802b2702ba29470fe2809018eb1d0815	72
143	disp01217	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00143-disp01217/scf.in	649b7cb83a0d8cb173ad86b0f00a324b57eae6689c842f7102fdf96c7ed01c73	72
144	disp01218	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00144-disp01218/scf.in	53dcfc9b1a2b708a6395de91c5f11486787d65872b23eb9b1d26b0aaa53fde17	72
145	disp01219	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00145-disp01219/scf.in	85dd25ff12db9f60a5bd773d69ae39a0d586fcea670e0aa1eaceb0d7f5cdc957	72
146	disp01220	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00146-disp01220/scf.in	7f72387c5c419f86f52d6ac928730219822ec0943d72cbaa205ca31fead7a88f	72
147	disp01221	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00147-disp01221/scf.in	99badb3311ab54d6677c785214a49c8e501834369e174ea6bd35e68be36446e7	72
148	disp01222	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00148-disp01222/scf.in	5ca4cad562ea535f821b40435f627af403b667602e8594c5c54fb6041b65d968	72
149	disp01223	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00149-disp01223/scf.in	c90185d4b7591f6e380d818605240de7b219f679a3a5bed20d12276fb9c9fb68	72
150	disp01224	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00150-disp01224/scf.in	d9405cf3855717764a1b20d8295434441656175d0ed1a177e9100f76b53a2f3c	72
151	disp01225	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00151-disp01225/scf.in	34e2ab180e9dce3308e6e58c6c84a2fc1b1ca0c26fd7627a2a39c15519c5f6bd	72
152	disp01226	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00152-disp01226/scf.in	1a7210df3c90224dd000155ee8d8515b719b85b330c2ee1c3c3f7f5d270d2acb	72
153	disp01227	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00153-disp01227/scf.in	b52c59fb40795b2bd57b7bf0caa7ea6ff00510c270d52b9b397ca94d599e954b	72
154	disp01228	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00154-disp01228/scf.in	a6a20a07cc4382077a778867a1cc0f93edfdb514174d642bc308ee7a505d22b3	72
155	disp01241	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00155-disp01241/scf.in	8b025d11984b6f4c27d1272214b38fb7b3c0a5927400bde0d60512d3641b2be2	72
156	disp01242	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00156-disp01242/scf.in	44be579bbfd179d2fa6cc087a612c27073768dadbe08605a78578a50122b0ff1	72
157	disp01243	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00157-disp01243/scf.in	7e100e06643adfdc5942dfb8281d1d4cc0b5562709de593c55dd68aec07139c2	72
158	disp01244	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00158-disp01244/scf.in	b97c1509b6fce0819fadf0df23895e98977509924885c911a76632701bcb88c9	72
159	disp01245	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00159-disp01245/scf.in	bd48620f3014a11661c95a0203eaa707483666187a3f9913e0a7f74d28a4786b	72
160	disp01246	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00160-disp01246/scf.in	e3d51ec12105345c8ac4693b3598b3b0b8634f91a3d7dd6bd501962a3b96ff52	72
161	disp01247	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00161-disp01247/scf.in	ad9f1a048cdd782f6c9b4bf0c90b7a745c85895626639906efc73deb0e060841	72
162	disp01248	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00162-disp01248/scf.in	2bcac7f1094e13dcbe5c27a52dbc94de615247a2b521b1c29f66abf095844695	72
163	disp01249	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00163-disp01249/scf.in	3125c75446985d196d298ff0c2bac0cdd7165bc796f193cdede5ead01280629f	72
164	disp01250	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00164-disp01250/scf.in	d38d2611b9a3eeb59d720a0e48b93c5b8cc220132784727e2c18d76679d79c17	72
165	disp01251	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00165-disp01251/scf.in	3257594f2e6b8df89d0ce5757f285d6a3c948ce0db8ae7fb788c866fa1d2c8de	72
166	disp01252	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00166-disp01252/scf.in	35b820120b69799a764ed2d85af56a533c81c7cb5f41bf0a2cb2654455fbacd3	72
167	disp01259	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00167-disp01259/scf.in	8264b1dc303900802610ea6dacc5c63b618e03ce43237c9b22050c4c3292d3ef	72
168	disp01260	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00168-disp01260/scf.in	be9729b2d6803edb4ff6e099e7f009de32c96bfe4bd06a27cd84da317caba287	72
169	disp01261	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00169-disp01261/scf.in	3d7b7eab59340307bd843797d16c993af26d811b458b71ba58b01f3e54ad6297	72
170	disp01262	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00170-disp01262/scf.in	201157e3e9cff0830136799fb0f61f3550a1bfe7ba862436052acf126ca560c0	72
171	disp01263	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00171-disp01263/scf.in	99ceeb9ea23d0c44cea93c06edf2d20800de2f1c4267aaec4ab6d15016b4d7c6	72
172	disp01264	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00172-disp01264/scf.in	8746280db54021c5dfb216c0351974062981f22f3319f7e8b82cd995d8de4b02	72
173	disp01307	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00173-disp01307/scf.in	1a15d21221d19f35ffc73356978fb710e1a98de1a8c904e37434f60c407ac74f	72
174	disp01308	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00174-disp01308/scf.in	a87cad809ed7095786a58585286e810ee6c3f5bc3bbd1b9bbb98aa94428dba96	72
175	disp01309	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00175-disp01309/scf.in	2a868a607b57c65cb5358c82ec0d5f03461030040beca9d2717f8296c95d8450	72
176	disp01310	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00176-disp01310/scf.in	21ccfb27b15d7fab22452204dd270511b616a2fbbe6f1b31c5bddec250f0be05	72
177	disp01311	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00177-disp01311/scf.in	8687e29b0e2fd848d1de854955e7b64a3ae73411c6343321daa79a1dc5335d6f	72
178	disp01312	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00178-disp01312/scf.in	0358d1db5125538a101bab22ee279b4e6a4cdda52c2c4b027c5c3738b8c81508	72
179	disp01343	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00179-disp01343/scf.in	1f92ce2a4ddd6831aec21def778f5dbb2ecc0eb7f96782410ddc20082536069b	72
180	disp01344	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00180-disp01344/scf.in	f0dd05c0e11c6b47d2fa4f1b86360494980367948ca9ae6f2dcea12a50f61aed	72
181	disp01345	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00181-disp01345/scf.in	67aeedab599be1928ceb9610c0d9ccda260b3b3b814bf545a7b63b1c85b8dc55	72
182	disp01346	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00182-disp01346/scf.in	927ae946f6c93fd5905204bb33fa784c6f6fbb6f63451d8ad893ea4a50c72b7f	72
183	disp01347	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00183-disp01347/scf.in	557cf7ea5d41ee8855c9904dec530c7eae046c691c628fdb5f5b8205e57aa15b	72
184	disp01348	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00184-disp01348/scf.in	8b5d1c6eaeab470c617308efb5faa9eda6c52a78d8e45798aa5a747856b8bbba	72
185	disp01475	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00185-disp01475/scf.in	e72d2e6fb84c06049bb0c933fdccdd9e2de79b034ad9039ad12ef2caceea0500	72
186	disp01476	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00186-disp01476/scf.in	e51ad3ca2b1b7bf8361742ac2b10965235a45dd8f1b2c0881259fa191d9b1d65	72
187	disp01477	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00187-disp01477/scf.in	07de4a63d9e42f2b02f1c9746b92770e9e42dd707af1c1f4410403b9a7c4b9de	72
188	disp01478	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00188-disp01478/scf.in	11a4445b1c82164776c7c7211b4105685966778a518aa6a2c04ea057e8b1232d	72
189	disp01479	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00189-disp01479/scf.in	377fb57ec1e4dd0d25c232081faa843574aeb1dd7aaf07ac527d4a6033dc7201	72
190	disp01480	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00190-disp01480/scf.in	1f62f870e0e438f9eed9ff040cf84e2a05e9d6b29ce4f9fecc92d946824a8085	72
191	disp01499	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00191-disp01499/scf.in	bae5806b0f98c0a51ab478a528bdd7683a8c7fcb5939a88a749cb3465aee4915	72
192	disp01500	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00192-disp01500/scf.in	5e31266388bd9fddb209efb6761dea334736ee56726f51c334218d2fe31efe7f	72
193	disp01501	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00193-disp01501/scf.in	1f75b8c4c6ab1a4cc552b1eefcb78097970f77cff5906d4157582a1c88128b10	72
194	disp01502	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00194-disp01502/scf.in	36bb19e82d306dc66c3638d7b73d5f045a60b96cd1a1038fb80152414245f4b7	72
195	disp01503	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00195-disp01503/scf.in	1117f92556eaa43d42883b8013bf2c36bb50f1e7c2e66cd2e60c05203b92b5c6	72
196	disp01504	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00196-disp01504/scf.in	eefa0af38028e57c1f330ed11bf9fcef34ca155a5f47474beef4e99b4bc54ae4	72
197	disp01517	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00197-disp01517/scf.in	a84efa9e09d75285e89e22c66d6ed3ab85a769a34f15c87070112c60f16480e6	72
198	disp01518	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00198-disp01518/scf.in	9c6e34a516199328bc52d4717f0d1d6ce9499278ffe28cad1d1baf72f48b7701	72
199	disp01519	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00199-disp01519/scf.in	4ada7f3d9fac6877b1315e991c3c772f19af31105d5955128a9d3270bab6e37f	72
200	disp01520	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00200-disp01520/scf.in	e21aeafd892e9ad177e6e86a0851619aa89406c33fd57a86b89e11767e003047	72
201	disp01521	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00201-disp01521/scf.in	0634100d1eb938c6796cecc2fbb01a2668459a3e2c2e3551cff111c6416c22d6	72
202	disp01522	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00202-disp01522/scf.in	502134d365cc65fe69b99c24560d89c308888d79b5d048c8eeb7e04e919dc8a9	72
203	disp01601	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00203-disp01601/scf.in	9b29286b5b4ebfb797a610058a6055fb7a1c6d9b967e4676837e54c7d49f1acd	72
204	disp01602	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00204-disp01602/scf.in	a449d0363f75fa4097d18b9d0eb02f54f5b98e634a54b946e2a77e2db3550b31	72
205	disp01603	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00205-disp01603/scf.in	58b892a924ab29b5154a3c8b55c1efac7c622f2b94ac0d7e6651e52c4d1a269b	72
206	disp01604	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00206-disp01604/scf.in	47bd6d941e9f38625398f428960edfb5a5404a98054d4341038b83ad0cd1120a	72
207	disp01605	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00207-disp01605/scf.in	2a91ad2c2d2a16ef87a2229d1687704c50650a03224b478bf6efb0d3a18955a0	72
208	disp01606	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00208-disp01606/scf.in	cbc56262cb6426c9418d55816377b048a063577563e559dda1dcee801cb2c0ab	72
209	disp01625	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00209-disp01625/scf.in	f06647539284cd23e676337cb01296ea3c0fba7047f5ed3fed5fab85352aeff0	72
210	disp01626	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00210-disp01626/scf.in	3c0ad69fbc5053bc88856cc73e7a75bc641253963bd3083a786c49c4cee8ed17	72
211	disp01627	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00211-disp01627/scf.in	77f45a6c1ab6196a2c2782376b2370ddac5f11dcc870211b85b4d0eca12d0ef5	72
212	disp01628	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00212-disp01628/scf.in	2a4f6702ad317dc18350bf44adbd2f26ee0fe8e119505a4f2d81b38d9df4e117	72
213	disp01629	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00213-disp01629/scf.in	205c7477ce74ef75c50661fa377591196f0a5bf072dbab48307e60bd096b0253	72
214	disp01630	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00214-disp01630/scf.in	b01c964c8f3731f408b4553ef697a6595bdf0a48e29a8a69ca933c8ee373d387	72
215	disp01649	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00215-disp01649/scf.in	e0beb0b71cefbedf7d35bd2e9fac220c07b66fed4d7fc3c94b44ac1a959241ff	72
216	disp01650	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00216-disp01650/scf.in	6e643cf74215134bc45267ae677ac7d119e9745033ff593890193f90ff00a09b	72
217	disp01651	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00217-disp01651/scf.in	4f6d8d50622076d8207b4c15c50c04b161d87c94f4832cdb03cdfee6b0f0399b	72
218	disp01652	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00218-disp01652/scf.in	469c42a37ea09ed01731035e0b91b31eb6fdb43b6c4e8280f9394b1581770dfa	72
219	disp01653	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00219-disp01653/scf.in	171332cd5658dc67165c52c3952d6514c62038a3ce54bd6dc11d93bd3e349e49	72
220	disp01654	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00220-disp01654/scf.in	21d2bd4b6bce4ee387a498a85de733bc2a51d641358766f1fdeaa8db6de3bbad	72
221	disp01775	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00221-disp01775/scf.in	1b9cd7603bbf615e538611460b169cdf4a86fe755dafde9b6dccf365a4ef52a1	72
222	disp01776	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00222-disp01776/scf.in	059528de900cce01edfec7b498c7ec496563a802a1632683bdb167a36e941b0e	72
223	disp01777	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00223-disp01777/scf.in	066cf7646c76307da0bd249534c61eb75d1cb38fd307842900186b07cf5dff97	72
224	disp01778	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00224-disp01778/scf.in	19ca538385e19c12dc36868c6b364013da5fa133d47eef8528a3fba333e24010	72
225	disp01779	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00225-disp01779/scf.in	7cf7148acbdd2472ba5f94f52dd948d9487e57af044e20ac12358dc0005f3a01	72
226	disp01780	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00226-disp01780/scf.in	aa0733f85c6918c74c7e793bfac8b277231cbf3c458a0b5ce9008422138413a1	72
227	disp01793	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00227-disp01793/scf.in	1ca159e74776e3832993875eaf9a3efa6897c42bd5b0228c78f7a034239665c4	72
228	disp01794	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00228-disp01794/scf.in	9f95d3fe4d2be98eff4d109311ef95713842e5714532e9b8c6ba73abb2598016	72
229	disp01795	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00229-disp01795/scf.in	d66b06a146f5a6e4abeb4d66c4c0b588e95ee1c0c25cb8e19d36e1711432d3d1	72
230	disp01796	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00230-disp01796/scf.in	c8a9d159c9057bb4d77a7dc7cfc897dca64c2fd7bfcdf390205b9070478c314b	72
231	disp01797	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00231-disp01797/scf.in	591043667bb0c1e90140db7937361d7db7015fd82edfd6d9b4166c5698fc90b4	72
232	disp01798	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00232-disp01798/scf.in	cd3b2a2cba7b8bbe55ffe7716d09173e7c63157b1d0165eeb1e7a9c6b524b0b8	72
233	disp01859	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00233-disp01859/scf.in	0f6cf24ecbca345ab98495bfafe544116344967c652528b640f546cabf62d2b7	72
234	disp01860	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00234-disp01860/scf.in	120ee22a751b17b66341ffe80b84c73de277f787fa415a88ad41ac4880cd2791	72
235	disp01861	/scratch/yuhansun/phono3py-runs/20260914-rb-fire-full-firstpass/Rb2Cu2SnS4/production/task-00235-disp01861/scf.in	05108381361ac921c08fb6a0e4a72c15550f7420e5367c8822a2ff1f1aaa68dc	72
